genome_id	metagenome_id	genome_length	num_contigs	n50	num_16s	num_5s	num_23s	num_trna	completeness	contamination	quality_score	mimag_quality	otu_id	ecosystem	ecosystem_category	ecosystem_type	habitat	longitude	latitude
3300029747_31	3300029747	1503923	16	164174	1.0	0.0	1.0	20.0	57.05	0.0	57.05	MQ	OTU-14739	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp1	Human	Digestive system	Human fecal	-0.12	51.5
3300029747_6	3300029747	4662343	52	121296	1.0	7.0	1.0	67.0	98.01	0.0	98.01	HQ	OTU-16537	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	Human	Digestive system	Human fecal	-0.12	51.5
3300029747_23	3300029747	2142608	35	145518	1.0	2.0	1.0	44.0	93.95	4.03	73.8	HQ	OTU-12339	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-727;g__UBA10281;s__	Human	Digestive system	Human fecal	-0.12	51.5
3300029747_22	3300029747	2155565	90	40758	0.0	0.0	0.0	25.0	93.53	3.36	76.73	MQ	OTU-5711	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__Firm-07;s__	Human	Digestive system	Human fecal	-0.12	51.5
3300029747_25	3300029747	2094954	24	156364	0.0	2.0	0.0	48.0	93.94	4.03	73.79	MQ	OTU-5974	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp1	Human	Digestive system	Human fecal	-0.12	51.5
3300029747_27	3300029747	1883481	46	70045	1.0	1.0	1.0	42.0	95.7	0.0	95.7	HQ	OTU-4098	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-495;s__GCA_001917125.1	Human	Digestive system	Human fecal	-0.12	51.5
3300029747_26	3300029747	1906351	10	403356	0.0	2.0	0.0	41.0	95.97	0.0	95.97	MQ	OTU-8939	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__DTU089;g__Eubacterium_R;s__GCA_000433975.1	Human	Digestive system	Human fecal	-0.12	51.5
3300029747_28	3300029747	1783197	25	152598	1.0	1.0	1.0	42.0	92.74	0.0	92.74	HQ	OTU-14020	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-727;g__UBA7597;s__	Human	Digestive system	Human fecal	-0.12	51.5
3300029747_24	3300029747	2111204	30	134255	1.0	2.0	1.0	42.0	91.05	0.67	87.7	MQ	OTU-10747	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__UBA644;g__UBA644;s__	Human	Digestive system	Human fecal	-0.12	51.5
3300029653_14	3300029653	1560885	208	8596	1.0	1.0	1.0	36.0	75.13	2.42	63.03	MQ	OTU-3277	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	Human	Digestive system	Human fecal	-0.12	51.5
3300029653_12	3300029653	1883602	283	7254	1.0	0.0	0.0	35.0	67.9	1.02	62.8	MQ	OTU-12511	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D	Human	Digestive system	Human fecal	-0.12	51.5
3300029653_11	3300029653	1941612	32	140912	3.0	1.0	1.0	32.0	63.14	0.0	63.14	MQ	OTU-9333	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__Alistipes_A ihumii	Human	Digestive system	Human fecal	-0.12	51.5
3300029653_6	3300029653	3335748	58	94290	1.0	0.0	0.0	42.0	96.6	0.0	96.6	MQ	OTU-6802	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans	Human	Digestive system	Human fecal	-0.12	51.5
3300029653_8	3300029653	2465585	33	214137	2.0	1.0	1.0	43.0	99.52	0.8	95.52	HQ	OTU-15865	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Tidjanibacter;s__Tidjanibacter massiliensis	Human	Digestive system	Human fecal	-0.12	51.5
3300029653_13	3300029653	1797184	250	8371	0.0	0.0	0.0	28.0	82.23	0.0	82.23	MQ	OTU-11806	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Parasutterella;s__GCA_000980495.1	Human	Digestive system	Human fecal	-0.12	51.5
3300029653_2	3300029653	5707490	279	32335	1.0	5.0	2.0	73.0	99.59	3.16	83.79	HQ	OTU-11090	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	Human	Digestive system	Human fecal	-0.12	51.5
3300029653_10	3300029653	2208840	43	81035	1.0	1.0	1.0	47.0	99.4	0.0	99.4	HQ	OTU-11350	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus intestini	Human	Digestive system	Human fecal	-0.12	51.5
3300029688_21	3300029688	1769538	10	362950	1.0	3.0	3.0	34.0	100.0	0.0	100.0	HQ	OTU-7150	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__GCF_000016525.1	Human	Digestive system	Human fecal	-0.12	51.5
3300029688_27	3300029688	1102549	11	259764	2.0	2.0	0.0	24.0	59.4	0.0	59.4	MQ	OTU-18020	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__DTU089;g__CAG-180;s__GCA_000432435.1	Human	Digestive system	Human fecal	-0.12	51.5
3300029688_25	3300029688	1214519	13	142488	0.0	2.0	0.0	21.0	66.85	0.0	66.85	MQ	OTU-10265	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__DTU089;g__Ruminococcus_E;s__Ruminococcus_E bromii	Human	Digestive system	Human fecal	-0.12	51.5
3300029688_24	3300029688	1549194	160	12245	1.0	1.0	1.0	51.0	78.23	1.25	71.98	MQ	OTU-7216	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__CAG-521;s__	Human	Digestive system	Human fecal	-0.12	51.5
3300029688_16	3300029688	2088460	31	105045	0.0	1.0	0.0	46.0	96.5	1.4	89.5	MQ	OTU-11257	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__;g__;s__	Human	Digestive system	Human fecal	-0.12	51.5
3300029688_17	3300029688	2054132	157	18647	1.0	1.0	1.0	37.0	90.85	0.89	86.4	MQ	OTU-13732	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__DTU089;g__CAG-177;s__UBA11809	Human	Digestive system	Human fecal	-0.12	51.5
3300029688_14	3300029688	2334381	61	57675	0.0	1.0	1.0	35.0	97.54	0.0	97.54	MQ	OTU-13655	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1394;s__	Human	Digestive system	Human fecal	-0.12	51.5
3300029688_3	3300029688	3901456	109	58546	2.0	4.0	0.0	60.0	91.03	0.0	91.03	MQ	OTU-16537	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	Human	Digestive system	Human fecal	-0.12	51.5
3300029688_9	3300029688	2903639	21	207589	1.0	0.0	1.0	35.0	97.99	4.7	74.49	MQ	OTU-15627	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens	Human	Digestive system	Human fecal	-0.12	51.5
3300029688_11	3300029688	2706346	19	232719	1.0	1.0	1.0	49.0	97.96	0.0	97.96	HQ	OTU-13648	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__	Human	Digestive system	Human fecal	-0.12	51.5
3300029688_5	3300029688	3396143	67	151949	0.0	0.0	0.0	41.0	60.1	0.97	55.25	MQ	OTU-1996	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	Human	Digestive system	Human fecal	-0.12	51.5
3300029688_6	3300029688	3238421	13	383801	2.0	1.0	0.0	54.0	99.62	0.0	99.62	MQ	OTU-8643	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	Human	Digestive system	Human fecal	-0.12	51.5
3300029688_15	3300029688	2106387	50	81581	1.0	3.0	1.0	48.0	86.35	0.0	86.35	MQ	OTU-16228	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	Human	Digestive system	Human fecal	-0.12	51.5
3300029688_12	3300029688	2649464	32	104737	1.0	0.0	2.0	40.0	92.75	0.16	91.95	MQ	OTU-6831	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	Human	Digestive system	Human fecal	-0.12	51.5
3300029688_10	3300029688	2733855	54	117298	1.0	1.0	1.0	44.0	89.37	0.0	89.37	MQ	OTU-2849	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum	Human	Digestive system	Human fecal	-0.12	51.5
3300029688_18	3300029688	1951888	30	115669	1.0	3.0	2.0	43.0	87.58	1.51	80.03	MQ	OTU-15879	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__	Human	Digestive system	Human fecal	-0.12	51.5
3300029688_19	3300029688	1938257	146	24673	2.0	4.0	2.0	48.0	87.78	1.93	78.13	MQ	OTU-15885	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis_A	Human	Digestive system	Human fecal	-0.12	51.5
3300029720_44	3300029720	1119731	183	6130	0.0	0.0	0.0	17.0	59.7	0.4	57.7	MQ	OTU-10259	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__UBA5394;s__	Human	Digestive system	Human fecal	-0.12	51.5
3300029720_18	3300029720	2848440	48	111009	1.0	2.0	1.0	37.0	77.96	0.54	75.26	MQ	OTU-17151	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter splanchnicus	Human	Digestive system	Human fecal	-0.12	51.5
3300029720_10	3300029720	3781276	44	118692	1.0	1.0	1.0	55.0	95.17	0.37	93.32	HQ	OTU-701	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides massiliensis	Human	Digestive system	Human fecal	-0.12	51.5
3300029720_17	3300029720	2877004	43	99469	3.0	3.0	1.0	43.0	91.7	1.19	85.75	HQ	OTU-14865	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-279;s__	Human	Digestive system	Human fecal	-0.12	51.5
3300029720_15	3300029720	3038777	46	117374	2.0	4.0	0.0	50.0	99.3	1.17	93.45	MQ	OTU-3269	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__UBA11524;s__UBA11524 sp1	Human	Digestive system	Human fecal	-0.12	51.5
3300029720_39	3300029720	1411331	40	79196	1.0	1.0	0.0	25.0	77.07	0.0	77.07	MQ	OTU-2155	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__DTU089;g__GCA-900066995;s__GCA_900066995.1	Human	Digestive system	Human fecal	-0.12	51.5
3300029720_38	3300029720	1509236	213	7815	0.0	1.0	0.0	34.0	70.1	0.0	70.1	MQ	OTU-14211	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__;g__;s__	Human	Digestive system	Human fecal	-0.12	51.5
3300029720_35	3300029720	1712858	53	60115	1.0	1.0	2.0	38.0	92.02	4.3	70.52	MQ	OTU-14213	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-724;s__GCA_000437375.1	Human	Digestive system	Human fecal	-0.12	51.5
3300029720_37	3300029720	1511957	109	22449	0.0	2.0	0.0	33.0	67.17	1.34	60.47	MQ	OTU-16228	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	Human	Digestive system	Human fecal	-0.12	51.5
3300029720_36	3300029720	1505701	194	9033	0.0	0.0	0.0	17.0	77.4	0.0	77.4	MQ	OTU-12746	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__;s__	Human	Digestive system	Human fecal	-0.12	51.5
3300029720_31	3300029720	2046025	200	13241	1.0	0.0	2.0	29.0	65.79	0.0	65.79	MQ	OTU-6831	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	Human	Digestive system	Human fecal	-0.12	51.5
3300029720_30	3300029720	2058273	216	12525	0.0	0.0	0.0	47.0	92.61	2.53	79.96	MQ	OTU-16539	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	Human	Digestive system	Human fecal	-0.12	51.5
3300029720_33	3300029720	1891326	88	32438	2.0	2.0	1.0	45.0	89.24	1.79	80.29	MQ	OTU-5974	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp1	Human	Digestive system	Human fecal	-0.12	51.5
3300029720_32	3300029720	1977989	23	144597	3.0	1.0	0.0	44.0	93.96	2.35	82.21	MQ	OTU-9037	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__DTU089;g__Ruminococcus_E;s__	Human	Digestive system	Human fecal	-0.12	51.5
3300029720_7	3300029720	4574568	97	79018	0.0	3.0	0.0	59.0	97.58	0.32	95.98	MQ	OTU-16537	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	Human	Digestive system	Human fecal	-0.12	51.5
3300029720_41	3300029720	1310408	10	263966	0.0	0.0	1.0	13.0	66.44	0.0	66.44	MQ	OTU-16045	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__Butyrivibrio_A crossotus	Human	Digestive system	Human fecal	-0.12	51.5
3300029720_43	3300029720	1207719	99	16923	1.0	1.0	1.0	23.0	56.89	0.0	56.89	MQ	OTU-3273	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister invisus	Human	Digestive system	Human fecal	-0.12	51.5
3300029720_28	3300029720	2172368	36	97655	2.0	2.0	2.0	41.0	90.94	0.67	87.59	HQ	OTU-13733	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp6	Human	Digestive system	Human fecal	-0.12	51.5
3300029720_29	3300029720	2077987	25	139811	1.0	1.0	0.0	30.0	60.93	0.0	60.93	MQ	OTU-17612	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	Human	Digestive system	Human fecal	-0.12	51.5
3300029720_27	3300029720	2219655	15	212847	1.0	2.0	3.0	49.0	97.27	0.0	97.27	HQ	OTU-12522	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__DTU089;g__CAG-177;s__CAG-177 sp1	Human	Digestive system	Human fecal	-0.12	51.5
3300029720_20	3300029720	2766490	72	60843	1.0	1.0	1.0	49.0	97.96	0.68	94.56	HQ	OTU-13648	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	Human	Digestive system	Human fecal	-0.12	51.5
3300029720_21	3300029720	2473074	93	43403	0.0	1.0	1.0	39.0	76.23	1.4	69.23	MQ	OTU-8643	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	Human	Digestive system	Human fecal	-0.12	51.5
3300029720_22	3300029720	2438038	206	15781	0.0	1.0	0.0	39.0	93.88	0.7	90.38	MQ	OTU-9180	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Subdoligranulum;s__UBA9091	Human	Digestive system	Human fecal	-0.12	51.5
3300014955_11	3300014955	1728124	174	12334	0.0	0.0	0.0	10.0	63.59	0.56	60.79	MQ	OTU-10110	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia;s__	Human	Digestive system	Human fecal	35.0829	-3.63476
3300014955_10	3300014955	1777911	137	16428	0.0	0.0	0.0	16.0	56.38	0.0	56.38	MQ	OTU-14319	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__GCF_002251385.1	Human	Digestive system	Human fecal	35.0829	-3.63476
3300014955_15	3300014955	1171767	227	5329	0.0	0.0	0.0	20.0	67.13	1.45	59.88	MQ	OTU-7680	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium succinatutens	Human	Digestive system	Human fecal	35.0829	-3.63476
3300014955_12	3300014955	1699670	230	8971	0.0	0.0	0.0	21.0	68.28	0.0	68.28	MQ	OTU-11694	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__GCA_001701165.1	Human	Digestive system	Human fecal	35.0829	-3.63476
3300014955_5	3300014955	2484676	223	14340	1.0	2.0	1.0	36.0	87.18	0.39	85.23	MQ	OTU-15964	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__C941;s__UBA7904	Human	Digestive system	Human fecal	35.0829	-3.63476
3300014955_9	3300014955	1767942	179	12309	0.0	0.0	0.0	24.0	76.3	1.61	68.25	MQ	OTU-3366	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__UBA3388;s__	Human	Digestive system	Human fecal	35.0829	-3.63476
3300014955_8	3300014955	1927054	56	75062	1.0	2.0	1.0	42.0	88.93	1.34	82.23	MQ	OTU-2321	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__	Human	Digestive system	Human fecal	35.0829	-3.63476
3300014776_9	3300014776	1747696	259	7407	1.0	0.0	1.0	26.0	66.34	3.01	51.29	MQ	OTU-15460	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__	Human	Digestive system	Human fecal	35.0829	-3.63476
3300014776_6	3300014776	2055914	175	15829	0.0	0.0	0.0	20.0	91.03	1.45	83.78	MQ	OTU-6831	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	Human	Digestive system	Human fecal	35.0829	-3.63476
3300014776_4	3300014776	2579398	121	29490	1.0	0.0	0.0	43.0	85.59	1.03	80.44	MQ	OTU-5963	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__GCA_000434975.1	Human	Digestive system	Human fecal	35.0829	-3.63476
3300014776_3	3300014776	2888209	240	16244	1.0	1.0	2.0	30.0	86.94	3.75	68.19	MQ	OTU-11543	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__GCA_000434935.1	Human	Digestive system	Human fecal	35.0829	-3.63476
3300014776_8	3300014776	1814262	20	170121	0.0	2.0	1.0	42.0	95.3	0.0	95.3	MQ	OTU-16835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__DTU089;g__CAG-180;s__	Human	Digestive system	Human fecal	35.0829	-3.63476
3300014750_2	3300014750	2984029	39	112490	1.0	1.0	1.0	49.0	99.52	0.06	99.22	HQ	OTU-6831	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	Human	Digestive system	Human fecal	35.0829	-3.63476
3300014750_4	3300014750	1731987	291	6333	1.0	0.0	0.0	11.0	64.47	1.48	57.07	MQ	OTU-16329	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia;s__	Human	Digestive system	Human fecal	35.0829	-3.63476
3300014943_3	3300014943	2637517	258	13161	2.0	1.0	2.0	36.0	84.78	2.27	73.43	MQ	OTU-7817	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__	Human	Digestive system	Human fecal	35.0829	-3.63476
3300014943_4	3300014943	1808891	137	17631	0.0	1.0	1.0	38.0	88.57	2.27	77.22	MQ	OTU-16185	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__UBA9732;s__GCA_001940825.1	Human	Digestive system	Human fecal	35.0829	-3.63476
3300014943_6	3300014943	1384162	99	18197	1.0	0.0	0.0	42.0	90.07	0.7	86.57	MQ	OTU-8175	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-917;g__CAG-349;s__CAG-349 sp1	Human	Digestive system	Human fecal	35.0829	-3.63476
3300029035_4	3300029035	3036869	52	86177	1.0	1.0	0.0	47.0	98.49	0.57	95.64	MQ	OTU-8643	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	Human	Digestive system	Human host-associated	12.5683	55.6761
3300029035_3	3300029035	3156026	219	19898	0.0	1.0	1.0	54.0	94.56	1.21	88.51	MQ	OTU-14459	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri	Human	Digestive system	Human host-associated	12.5683	55.6761
3300029035_8	3300029035	2314311	134	25747	1.0	5.0	1.0	55.0	94.59	0.27	93.24	HQ	OTU-12511	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D	Human	Digestive system	Human host-associated	12.5683	55.6761
3300029035_9	3300029035	2213319	128	23443	1.0	0.0	0.0	29.0	91.71	0.15	90.96	MQ	OTU-14336	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B torques	Human	Digestive system	Human host-associated	12.5683	55.6761
3300029035_14	3300029035	1589829	128	18202	1.0	1.0	1.0	28.0	78.35	2.8	64.35	MQ	OTU-11886	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-354;s__	Human	Digestive system	Human host-associated	12.5683	55.6761
3300029035_16	3300029035	1191338	219	6014	2.0	1.0	1.0	33.0	51.68	0.0	51.68	MQ	OTU-1387	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	Human	Digestive system	Human host-associated	12.5683	55.6761
3300029035_11	3300029035	2071140	142	19013	1.0	1.0	0.0	45.0	96.99	0.63	93.84	MQ	OTU-6089	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__	Human	Digestive system	Human host-associated	12.5683	55.6761
3300029035_13	3300029035	1659098	90	26564	0.0	0.0	0.0	34.0	95.97	0.22	94.87	MQ	OTU-6091	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__DTU089;g__;s__	Human	Digestive system	Human host-associated	12.5683	55.6761
3300029035_12	3300029035	2038886	126	20194	0.0	3.0	1.0	32.0	98.11	1.42	91.01	MQ	OTU-3208	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium;s__GCA_000437715.1	Human	Digestive system	Human host-associated	12.5683	55.6761
3300028974_3	3300028974	3285114	50	84682	1.0	0.0	3.0	51.0	99.42	0.1	98.92	MQ	OTU-9570	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B gnavus	Human	Digestive system	Human host-associated	12.5683	55.6761
3300028974_2	3300028974	4772193	29	311483	1.0	4.0	0.0	66.0	99.37	1.07	94.02	MQ	OTU-17082	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__	Human	Digestive system	Human host-associated	12.5683	55.6761
3300028994_7	3300028994	2408669	47	83291	1.0	3.0	1.0	54.0	98.92	0.0	98.92	HQ	OTU-4974	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium dentium	Human	Digestive system	Human host-associated	12.5683	55.6761
3300028994_6	3300028994	2568651	65	55575	1.0	1.0	1.0	47.0	97.96	0.68	94.56	HQ	OTU-13648	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	Human	Digestive system	Human host-associated	12.5683	55.6761
3300028994_5	3300028994	3196591	47	100181	1.0	1.0	3.0	53.0	99.42	0.1	98.92	HQ	OTU-9570	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B gnavus	Human	Digestive system	Human host-associated	12.5683	55.6761
3300028994_3	3300028994	3600610	153	35189	0.0	0.0	0.0	34.0	100.0	0.0	100.0	MQ	OTU-17399	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium ramosum	Human	Digestive system	Human host-associated	12.5683	55.6761
3300028994_2	3300028994	4378839	143	45066	1.0	2.0	0.0	37.0	98.81	4.87	74.46	MQ	OTU-7609	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_A;s__Enterococcus_A avium	Human	Digestive system	Human host-associated	12.5683	55.6761
